,2020_NI,2021_NI,2022_NI,2023_NI,2024_NI
TMHC,243439000.0,663026000.0,1052800000.0,768929000.0,
TMO,6375000000.0,7725000000.0,6950000000.0,5995000000.0,
TMP,77588000.0,89264000.0,85030000.0,9505000.0,
TMUS,3064000000.0,3024000000.0,2590000000.0,8317000000.0,
TNC,33700000.0,64900000.0,66300000.0,109500000.0,
TNDM,-34382000.0,15566000.0,-94594000.0,-222611000.0,
TNET,272000000.0,338000000.0,355000000.0,375000000.0,
TNXP,-50463000.0,-92287000.0,-110218000.0,-116658000.0,
TOL,446624000.0,833627000.0,1286500000.0,1372071000.0,
TOWN,145535000.0,215383000.0,188987000.0,153715000.0,
TPB,38192000.0,52059000.0,11641000.0,38462000.0,
TPC,108394000.0,91925000.0,-210009000.0,-171155000.0,
TPH,282207000.0,469267000.0,576060000.0,343702000.0,
TPHS,4333000.0,-20805000.0,-20690000.0,-39019000.0,
TPIC,-19027000.0,-159548000.0,-65305000.0,-201779000.0,
TPR,-652100000.0,834200000.0,856300000.0,936000000.0,
TPX,348800000.0,624500000.0,455700000.0,368100000.0,
TR,58995000.0,65326000.0,75937000.0,91912000.0,
TRC,-740000.0,5348000.0,15808000.0,3265000.0,
TREE,-48255000.0,69115000.0,-187952000.0,-122404000.0,
TREX,175631000.0,208737000.0,184626000.0,205384000.0,
TRGP,-1553900000.0,71200000.0,1195500000.0,1345900000.0,
TRIP,-289000000.0,-148000000.0,20000000.0,10000000.0,
TRMB,389900000.0,492800000.0,449700000.0,311300000.0,
TRMK,160025000.0,147365000.0,71887000.0,165489000.0,
TRN,-147300000.0,182000000.0,60100000.0,106000000.0,
TRNO,79795000.0,87254000.0,198014000.0,151457000.0,
TRNS,,7791000.0,11380000.0,10688000.0,
TROW,2372700000.0,3082900000.0,1557900000.0,1788700000.0,
TROX,969000000.0,286000000.0,497000000.0,-316000000.0,
TRS,-79760000.0,57310000.0,66170000.0,40360000.0,
TRST,52452000.0,61519000.0,75234000.0,58646000.0,
TRT,878000.0,-591000.0,2395000.0,1544000.0,
TRTX,-136826000.0,138550000.0,-60066000.0,-116630000.0,
TRU,343200000.0,1390300000.0,266300000.0,-206200000.0,
TRUP,-5840000.0,-35530000.0,-44672000.0,-44693000.0,
TRV,2697000000.0,3662000000.0,2842000000.0,2991000000.0,
TRVN,-29369000.0,-51588000.0,-53670000.0,,
TSBK,24269000.0,27583000.0,23600000.0,27118000.0,
TSCO,748958000.0,997114000.0,1088712000.0,1107226000.0,
TSE,7900000.0,440000000.0,-430900000.0,-701300000.0,
TSLA,721000000.0,5524000000.0,12583000000.0,14999000000.0,
TSN,2061000000.0,3047000000.0,3238000000.0,-648000000.0,
TSQ,-82470000.0,16736000.0,12337000.0,-44961000.0,
TTC,329701000.0,409900000.0,443300000.0,329700000.0,
TTD,242317000.0,137762000.0,53385000.0,178940000.0,
TTEC,118648000.0,140970000.0,103240000.0,8428000.0,
TTEK,173859000.0,232810000.0,263125000.0,273420000.0,
TTGT,17068000.0,949000.0,41609000.0,4461000.0,
TTI,-51143000.0,103333000.0,7839000.0,25784000.0,
TTMI,177535000.0,54414000.0,94583000.0,-18718000.0,
TTNP,-18242000.0,-8776000.0,-10206000.0,-5569000.0,
TTOO,-46798000.0,-49241000.0,-62003000.0,-50077000.0,
TTWO,,588900000.0,418000000.0,-1124700000.0,
TUP,123500000.0,15600000.0,-232500000.0,,
TUSK,-107607000.0,-101430000.0,-619000.0,-3163000.0,
TW,166296000.0,226828000.0,309338000.0,364866000.0,
TWI,-60388000.0,49586000.0,176302000.0,78760000.0,
TWIN,-39817000.0,-29719000.0,10467000.0,10380000.0,
TWLO,-490979000.0,-949900000.0,-1256145000.0,-1015441000.0,
TWO,-1630135000.0,187227000.0,220239000.0,-106371000.0,
TWOU,-216484000.0,-194766000.0,-322151000.0,-317607000.0,
TWST,-139931000.0,-152098000.0,-217863000.0,-204618000.0,
TXMD,-183524000.0,-172415000.0,111997000.0,,
TXN,5595000000.0,7769000000.0,8749000000.0,6510000000.0,
TXRH,31255000.0,245294000.0,269818000.0,304876000.0,
TXT,309000000.0,746000000.0,861000000.0,921000000.0,
TYL,194820000.0,161458000.0,164240000.0,165919000.0,
TZOO,-13423000.0,911000.0,6634000.0,12366000.0,
UA,-549177000.0,360060000.0,,386769000.0,
UAA,-549177000.0,360060000.0,,386769000.0,
UAL,-7069000000.0,-1964000000.0,737000000.0,2618000000.0,
UAMY,-3286804.0,-60469.0,428661.0,-6348287.0,
UBCP,7953000.0,9451000.0,8657000.0,8950000.0,
UBER,-6768000000.0,-496000000.0,-9141000000.0,1887000000.0,
UBFO,8961000.0,10098000.0,15686000.0,19796000.0,
UBOH,13755000.0,13581000.0,11310000.0,8606000.0,
UBSI,289023000.0,367738000.0,379627000.0,366313000.0,
UCBI,164089000.0,269801000.0,277472000.0,187544000.0,
UCTT,77600000.0,119500000.0,40400000.0,-31100000.0,
UDR,64266000.0,150016000.0,86924000.0,444353000.0,
UE,93589000.0,102686000.0,46170000.0,248497000.0,
UEC,-14610000.0,-14813000.0,5252000.0,-3307000.0,
UEIC,38572000.0,5301000.0,407000.0,-98238000.0,
UFCS,-112706000.0,80594000.0,15031000.0,-29700000.0,
UFI,-57237000.0,29073000.0,15171000.0,-46344000.0,
UFPI,246778000.0,535640000.0,692651000.0,514312000.0,
UFPT,13369000.0,15886000.0,41789000.0,44924000.0,
UG,3304978.0,4658542.0,2569512.0,2581370.0,
UGI,532000000.0,1467000000.0,1073000000.0,-1502000000.0,
UHAL,,610856000.0,1123286000.0,922998000.0,
UHS,943953000.0,991590000.0,675609000.0,717795000.0,
UHT,19447000.0,109166000.0,21102000.0,15400000.0,
UIS,750700000.0,-448500000.0,-106000000.0,-430700000.0,
ULBI,5232000.0,-234000.0,-119000.0,7197000.0,
ULH,48132000.0,73733000.0,168632000.0,92901000.0,
ULTA,,175835000.0,985837000.0,1242408000.0,1291005000.0
UMBF,286502000.0,353018000.0,431682000.0,350024000.0,
UMH,5055000.0,51088000.0,-4854000.0,8009000.0,
UNAM,-21491113.0,-5673251.0,,,
UNB,12805000.0,13170000.0,12615000.0,11257000.0,
UNF,135770000.0,151111000.0,103404000.0,103674000.0,
UNFI,-274000000.0,149000000.0,248000000.0,24000000.0,
UNH,15403000000.0,17285000000.0,20120000000.0,22381000000.0,
UNIT,-706301000.0,123660000.0,-8275000.0,-81713000.0,
UNM,793000000.0,981000000.0,1407200000.0,1283800000.0,
UNP,5349000000.0,6523000000.0,6998000000.0,6379000000.0,
UNTY,23644000.0,36119000.0,38457000.0,39707000.0,
UONE,-8113000.0,36791000.0,37329000.0,,
UONEK,-8113000.0,36791000.0,37329000.0,,
UPLD,-51219000.0,-58212000.0,-68413000.0,-179874000.0,
UPS,1343000000.0,12890000000.0,11548000000.0,6708000000.0,
UPWK,-22867000.0,-56240000.0,-89885000.0,46887000.0,
URBN,,1236000.0,310616000.0,159699000.0,287674000.0
URI,890000000.0,1386000000.0,2105000000.0,2424000000.0,
USAP,-19047000.0,-758000.0,-8073000.0,4910000.0,
USB,4959000000.0,7963000000.0,5825000000.0,5429000000.0,
USEG,-6439000.0,-1770000.0,-963000.0,-32356000.0,
USFD,-226000000.0,164000000.0,265000000.0,506000000.0,
USLM,28223000.0,37045000.0,45429000.0,74549000.0,
USM,229000000.0,155000000.0,30000000.0,54000000.0,
USNA,124664000.0,116505000.0,69350000.0,63788000.0,
USPH,30562000.0,27820000.0,28268000.0,14674000.0,
UTHR,514800000.0,475800000.0,727300000.0,984800000.0,
UTI,8008000.0,14581000.0,25848000.0,12322000.0,
UTL,32200000.0,36100000.0,41400000.0,45200000.0,
UTMD,10798000.0,14788000.0,16473000.0,16635000.0,
UUU,,268343.0,-78150.0,720411.0,
UVE,19105000.0,20407000.0,-22257000.0,66823000.0,
UVSP,46916000.0,91801000.0,78120000.0,71104000.0,
UVV,,87410000.0,86577000.0,124052000.0,
V,10866000000.0,12311000000.0,14957000000.0,17273000000.0,
VAC,-275000000.0,49000000.0,391000000.0,254000000.0,
VAL,-4855500000.0,0,176500000.0,865400000.0,
VALU,,23280000.0,23822000.0,18069000.0,
VAPO,-51502000.0,-59800000.0,-113259000.0,-58193000.0,
VBFC,8554000.0,12453000.0,8305000.0,1918000.0,
VBIV,-46230000.0,-69753000.0,-113303000.0,-92836000.0,
VBTX,73883000.0,139584000.0,146315000.0,108261000.0,
VC,-56000000.0,41000000.0,124000000.0,486000000.0,
VCEL,2864000.0,-7471000.0,-16709000.0,-3182000.0,
VCTR,212522000.0,278389000.0,275511000.0,213157000.0,
VCYT,-34909000.0,-75563000.0,-36560000.0,-74404000.0,
VECO,-8391000.0,26038000.0,166942000.0,-30368000.0,
VEEV,,379998000.0,427390000.0,487706000.0,525705000.0
VERI,-47876000.0,-64672000.0,-25557000.0,-58625000.0,
VERU,-18973535.0,7394374.0,-84040618.0,-93152692.0,
VFC,,407869000.0,1386941000.0,118584000.0,
VGR,92938000.0,219463000.0,158701000.0,183526000.0,
VHC,280429000.0,-42921000.0,-36260000.0,-27871000.0,
VIAV,49000000.0,67500000.0,15500000.0,25500000.0,
VICI,891674000.0,1013851000.0,1117635000.0,2513540000.0,
VICR,17910000.0,56625000.0,25446000.0,53595000.0,
VIRC,,-2232000.0,-15136000.0,16547000.0,21910000.0
VIRT,649197000.0,476878000.0,265026000.0,142036000.0,
VKTX,-39495000.0,-54990000.0,-68867000.0,-85895000.0,
VLGEA,24939000.0,19994000.0,26830000.0,49716000.0,
VLO,-1421000000.0,930000000.0,11528000000.0,8835000000.0,
VLY,390606000.0,473840000.0,568851000.0,498511000.0,
VMC,584500000.0,670800000.0,575600000.0,933200000.0,
VMI,140693000.0,195630000.0,250863000.0,143475000.0,
VNCE,,-65649000.0,-12704000.0,-38346000.0,
VNDA,23337000.0,33152000.0,6275000.0,2509000.0,
VNO,-297005000.0,175999000.0,-346499000.0,105494000.0,
VNRX,-20352115.0,-26814665.0,-30268793.0,-35319078.0,
VOXX,,26767000.0,-22333000.0,-28576000.0,
VOYA,-206000000.0,2370000000.0,510000000.0,625000000.0,
VPG,10787000.0,20221000.0,36063000.0,25707000.0,
VRA,,8681000.0,17838000.0,-59735000.0,7838000.0
VREX,-57900000.0,17400000.0,30300000.0,48200000.0,
VRNS,-94010000.0,-116861000.0,-124518000.0,-100916000.0,
VRNT,,-7267000.0,14413000.0,14898000.0,38610000.0
VRRM,-4578000.0,41449000.0,92475000.0,57015000.0,
VRSK,712700000.0,666300000.0,954300000.0,614400000.0,
VRSN,814888000.0,784800000.0,673800000.0,817600000.0,
VRTS,79957000.0,208131000.0,117541000.0,130621000.0,
VRTX,2711700000.0,2342100000.0,3322000000.0,3619600000.0,
VSAT,,3691000.0,-15534000.0,1084806000.0,
VSEC,-5171000.0,7966000.0,28059000.0,39134000.0,
VSH,122923000.0,297970000.0,428810000.0,323820000.0,
VST,636000000.0,-1274000000.0,-1227000000.0,1493000000.0,
VSTM,-67726000.0,-71200000.0,-73812000.0,-87367000.0,
VSTO,,266012000.0,473226000.0,-9718000.0,
VTNR,-12036000.0,-18364000.0,-4822000.0,-71486000.0,
VTR,439149000.0,49008000.0,-47447000.0,-40973000.0,
VTVT,-8499000.0,-12987000.0,-19164000.0,-20250000.0,
VUZI,-17952172.0,-40377160.0,-40763573.0,-50149077.0,
VVI,-374094000.0,-92655000.0,23220000.0,16017000.0,
VVV,316600000.0,420300000.0,424300000.0,1419700000.0,
VXRT,-32220000.0,-70470000.0,-107758000.0,-82465000.0,
VYGR,36741000.0,-71197000.0,-46408000.0,132330000.0,
VZ,17801000000.0,22065000000.0,21256000000.0,11614000000.0,
W,185000000.0,-131000000.0,-1331000000.0,-738000000.0,
WAB,414000000.0,558000000.0,633000000.0,815000000.0,
WABC,80413000.0,86509000.0,122034000.0,161768000.0,
WAFD,173438000.0,183615000.0,236330000.0,257426000.0,
WAL,506600000.0,899200000.0,1057300000.0,722400000.0,
WASH,69829000.0,76870000.0,71681000.0,48176000.0,
WAT,521571000.0,692843000.0,707755000.0,642234000.0,
WATT,-31832086.0,-41427293.0,-26275260.0,-19366763.0,
WBA,456000000.0,2542000000.0,4337000000.0,-3080000000.0,
WBS,220621000.0,408864000.0,644283000.0,867840000.0,
WCC,100560000.0,465400000.0,860500000.0,765500000.0,
WD,246177000.0,265762000.0,213820000.0,107357000.0,
WDAY,,-282431000.0,29000000.0,-367000000.0,1381000000.0
WDC,-250000000.0,821000000.0,1500000000.0,-1706000000.0,
WDFC,60710000.0,70229000.0,67329000.0,65993000.0,
WEC,1201100000.0,1301500000.0,1409300000.0,1332900000.0,
WELL,978844000.0,336138000.0,141214000.0,340094000.0,
WEN,117832000.0,200392000.0,177370000.0,204440000.0,
WERN,169078000.0,259052000.0,241256000.0,112382000.0,
WEX,-243638000.0,100000.0,201400000.0,266600000.0,
WEYS,-8485000.0,20555000.0,29540000.0,30188000.0,
WFC,3377000000.0,22109000000.0,13677000000.0,19142000000.0,
WGO,61442000.0,281900000.0,390600000.0,215900000.0,
WH,-132000000.0,244000000.0,355000000.0,289000000.0,
WHD,34446000.0,49593000.0,110174000.0,169171000.0,
WHG,-8947000.0,9763000.0,-4628000.0,10571000.0,
WHLM,-4941000.0,4518000.0,3529000.0,433000.0,
WHLR,245000.0,-9443000.0,-12454000.0,-4687000.0,
WHR,1075000000.0,1783000000.0,-1519000000.0,481000000.0,
WINA,29823300.0,39919900.0,39424900.0,40178100.0,
WING,23306000.0,42658000.0,52947000.0,70175000.0,
WIRE,76067000.0,541422000.0,717841000.0,372399000.0,
WK,-48398000.0,-37730000.0,-90947000.0,-127525000.0,
WKHS,69776499.0,-401344813.0,-117274218.0,-123919189.0,
WLDN,-14496000.0,-8417000.0,-8448000.0,10926000.0,
WLFC,9748000.0,3352000.0,5439000.0,43781000.0,
WLK,330000000.0,2015000000.0,2247000000.0,479000000.0,
WM,1496000000.0,1816000000.0,2238000000.0,2304000000.0,
WMB,211000000.0,1517000000.0,2049000000.0,3179000000.0,
WMK,118917000.0,108849000.0,125196000.0,103828000.0,
WMS,,224230000.0,271331000.0,507086000.0,
WMT,,13510000000.0,13673000000.0,11680000000.0,15511000000.0
WNC,-97412000.0,1164000.0,112258000.0,231252000.0,
WNEB,11215000.0,23699000.0,25887000.0,15068000.0,
WOR,78796000.0,723795000.0,379386000.0,256528000.0,
WOW,14400000.0,770500000.0,-2500000.0,-287700000.0,
WPC,455359000.0,409988000.0,599139000.0,708334000.0,
WRB,530670000.0,1022490000.0,1381062000.0,1381359000.0,
WRK,-690900000.0,838300000.0,944600000.0,-1649000000.0,
WRLD,,88282828.0,53919837.0,21231990.0,
WSBC,122044000.0,242260000.0,192113000.0,159032000.0,
WSBF,81145000.0,70791000.0,19487000.0,9375000.0,
WSC,74127000.0,160144000.0,339540000.0,476457000.0,
WSFS,114774000.0,271442000.0,222375000.0,269156000.0,
WSM,,680714000.0,1126337000.0,1127904000.0,949762000.0
WSO,269579000.0,418945000.0,601167000.0,536337000.0,
WSR,6034000.0,12048000.0,35270000.0,19180000.0,
WST,346200000.0,661800000.0,585900000.0,593400000.0,
WSTL,,-2734000.0,,,
WTBA,32712000.0,49607000.0,46399000.0,24137000.0,
WTFC,292990000.0,466151000.0,509682000.0,622626000.0,
WTI,37790000.0,-41478000.0,231149000.0,15598000.0,
WTM,708700000.0,-275400000.0,792800000.0,509200000.0,
WTS,114300000.0,165700000.0,251500000.0,262100000.0,
WTTR,-338684000.0,-42225000.0,48278000.0,74403000.0,
WU,744300000.0,805800000.0,910600000.0,626000000.0,
WVE,-149910000.0,-122245000.0,-161823000.0,-57513000.0,
WVFC,2490000.0,1296000.0,1244000.0,1708000.0,
WVVI,3394996.0,2445463.0,-646492.0,-1198593.0,
WWD,240395000.0,208649000.0,171698000.0,232368000.0,
WWR,-23574000.0,-16144000.0,-11121000.0,-7751000.0,
WWW,-136900000.0,68600000.0,-188300000.0,-39600000.0,
WY,797000000.0,2607000000.0,1880000000.0,839000000.0,
WYNN,-2067245000.0,-755786000.0,-423856000.0,729994000.0,
WYY,10323684.0,341096.0,-23585291.0,-4046473.0,
X,-1165000000.0,4174000000.0,2524000000.0,895000000.0,
XBIT,-11221000.0,-17414000.0,-32900000.0,-24557000.0,
XEL,1473000000.0,1597000000.0,1736000000.0,1771000000.0,
XELA,-178530000.0,-142390000.0,-415581000.0,-125156000.0,
XELB,-12936000.0,-12184000.0,-4018000.0,-21052000.0,
XERS,-91140000.0,-122725000.0,-94660000.0,-62255000.0,
XHR,-163330000.0,-143517000.0,55922000.0,19142000.0,
XNCR,-69333000.0,82631000.0,-55181000.0,-126087000.0,
XOM,-22440000000.0,23040000000.0,55740000000.0,36010000000.0,
XOMA,13298000.0,15798000.0,-17104000.0,-40831000.0,
XPER,-138327000.0,-175622000.0,-757484000.0,-136613000.0,
XPL,-939000.0,-2367000.0,-3928000.0,-3754000.0,
XPO,110000000.0,336000000.0,666000000.0,189000000.0,
XRAY,-73000000.0,411000000.0,-950000000.0,-132000000.0,
XRX,192000000.0,-455000000.0,-322000000.0,1000000.0,
XTNT,-7023000.0,-4849000.0,-8485000.0,660000.0,
XXII,-19711000.0,-32609000.0,-59801000.0,-140775000.0,
XYL,254000000.0,427000000.0,355000000.0,609000000.0,
YELP,-19424000.0,39671000.0,36347000.0,99173000.0,
YETI,155801000.0,212602000.0,89693000.0,169885000.0,
YEXT,,-94692000.0,-93259000.0,-65938000.0,-2630000.0
YMAB,-119337000.0,-55275000.0,-95568000.0,-21427000.0,
YORW,16598000.0,16984000.0,19580000.0,23757000.0,
YTEN,-10206000.0,-11031000.0,-13566000.0,-14455000.0,
YUM,904000000.0,1575000000.0,1325000000.0,1597000000.0,
Z,-162115000.0,-528000000.0,-101000000.0,-158000000.0,
ZBH,-138900000.0,401600000.0,231400000.0,1024000000.0,
ZBRA,504000000.0,837000000.0,463000000.0,296000000.0,
ZDGE,-559000.0,8248000.0,9714000.0,-6102000.0,
ZEUS,-5595000.0,121051000.0,90931000.0,44529000.0,
ZG,-162115000.0,-528000000.0,-101000000.0,-158000000.0,
ZION,539000000.0,1129000000.0,907000000.0,680000000.0,
ZM,,672316000.0,1375639000.0,103711000.0,637462000.0
ZS,-115116000.0,-262029000.0,-390278000.0,-202335000.0,
ZTS,1638000000.0,2037000000.0,2114000000.0,2344000000.0,
ZUMZ,,76227000.0,119289000.0,21034000.0,-62610000.0
ZUO,,-73174000.0,-99425000.0,-197970000.0,-68193000.0
USIO,-2906183.0,-321634.0,-5483244.0,-475104.0,
VISL,-17575000.0,-16392000.0,-13540000.0,-9127000.0,
WW,75079000.0,67125000.0,-256868000.0,-112255000.0,
XFOR,-62131000.0,-88696000.0,-93867000.0,-101167000.0,
ZYXI,9074000.0,17103000.0,17048000.0,9732000.0,
